"count" "avg_speed"
"1" 18 3.88888333333333
"2" 4986 21.6451846570398
"3" 12 8.45155
"4" 8455 15.566887735068
"5" 24 15.0353291666667
"6" 4299 5.11475471039777
"7" 2905 8.69634753872634
"8" 709 17.7513356840621
"9" 5652 18.7507543701344
"10" 5932 12.3045174645988
"11" 13526 18.3689017669673
"12" 6066 7.24250420375867
"13" 6067 16.2331208669853
"14" 2187 19.6250782350251
"15" 11 14.0632
"16" 0 0
"17" 0 0
"18" 2909 19.6237395668614
"19" 0 0
"20" 2041 5.71650676139147
"21" 0 0
"22" 11 12.8046727272727
"23" 0 0
"24" 52 19.8443
"25" 2611 16.1569072769054
"26" 0 0
"27" 7976 20.816427269308
"28" 7955 9.58166774355748
"29" 9948 16.1726258745477
"30" 408 9.61576176470589
"31" 1316 5.82426481762918
"32" 238 19.9212777310925
"33" 0 0
"34" 3425 24.265454890511
"35" 0 0
"36" 3823 10.3792031388962
"37" 0 0
"38" 259 9.79456216216216
"39" 3409 21.7610836315635
"40" 8942 15.7701296466115
