"count" "avg_speed"
"1" 5817 24.0282279009798
"2" 7115 14.9174533942375
"3" 749 24.6380989319092
"4" 3243 8.37927419056431
"5" 1021 15.832433496572
"6" 1593 22.2132750156936
"7" 8505 26.2657275014697
"8" 33 8.98413636363636
"9" 46 6.11798913043478
"10" 145 18.7813434482759
"11" 6766 19.4007664351168
"12" 5690 24.4540572231987
"13" 4437 5.75808535046204
"14" 4571 25.2573812513672
"15" 69 16.9560956521739
"16" 271 32.8699416974169
"17" 12 17.0426666666667
"18" 67 15.4149537313433
"19" 1 53.2132
"20" 313 21.6334233226837
"21" 4997 24.4800485891536
