"count" "avg_speed"
"1" 4529 8.94355608302051
"2" 6630 12.5920538159879
"3" 1355 14.4932731365314
"4" 7080 14.5213331638418
"5" 3688 10.0124060466377
"6" 509 3.93425815324165
"7" 18498 3.7251964807006
"8" 5097 6.23289054345693
"9" 1474 6.19174402985075
"10" 2828 7.80344925742574
"11" 4078 18.8025911230995
"12" 4183 6.87292997848436
"13" 1595 11.7609427586207
"14" 5142 6.92646017113962
"15" 3041 9.71271617888848
"16" 11915 7.28439100293747
"17" 3283 13.4799406335669
"18" 14770 5.69004427894378
"19" 76 9.15674868421053
"20" 24773 13.1341584103661
"21" 4190 7.99171047732695
"22" 29639 10.1301558520867
"23" 1363 4.94232883345561
"24" 1372 4.00318440233236
"25" 402 13.3963094527363
"26" 2295 0.900946013071891
"27" 837 18.4325370370371
"28" 925 6.54923935135135
"29" 14413 10.9302230972039
"30" 218 12.8311972477064
"31" 901 15.4257986681465
"32" 631 12.2680776545166
"33" 1970 3.85991010152285
"34" 9086 7.115434492626
"35" 3156 17.8479285804816
"36" 3248 5.7857455357143
