"count" "avg_speed"
"1" 3834 15.5868823161189
"2" 7828 13.5595381323454
"3" 7640 12.1956993324608
"4" 7461 9.7861205736496
"5" 6628 10.7861580114665
"6" 9580 12.5653734655532
"7" 288 26.9874152777778
"8" 412 11.4403065533981
"9" 444 9.34231666666667
"10" 8924 14.6952886373823
"11" 21 10.9819952380952
"12" 3435 9.17541828238716
"13" 3670 23.1912083378747
"14" 50 21.911122
"15" 462 3.91363138528138
"16" 231 8.02417142857143
"17" 280 14.6138371428571
"18" 993 4.13777744209466
"19" 120 12.33793
"20" 3509 16.8275199487033
"21" 0 0
"22" 1034 4.91584719535784
"23" 2 15.5092
"24" 0 0
"25" 0 0
"26" 0 0
"27" 0 0
"28" 0 0
"29" 0 0
"30" 0 0
"31" 0 0
"32" 0 0
"33" 0 0
"34" 97 15.2041051546392
"35" 19 13.7763473684211
"36" 1592 2.20804805276382
"37" 4454 10.9972167265379
"38" 0 0
"39" 10045 8.78301848680935
"40" 829 13.7517020506635
"41" 2088 22.9528857758621
"42" 27 13.7948555555556
"43" 21 9.59129523809524
"44" 2444 13.758931792144
"45" 74 3.20960945945946
"46" 810 18.2784038271605
"47" 6 16.92575
"48" 3269 11.3651279290303
"49" 27 13.2654
"50" 0 0
"51" 0 0
"52" 2176 20.7486839154412
