"count" "avg_speed"
"1" 0 0
"2" 0 0
"3" 0 0
"4" 0 0
"5" 0 0
"6" 0 0
"7" 0 0
"8" 3 6.1788
"9" 0 0
"10" 0 0
"11" 0 0
"12" 0 0
"13" 258 10.9670620155039
"14" 0 0
"15" 3697 9.68828020016231
"16" 1429 6.46551770468859
"17" 215 15.9674613953488
"18" 177 13.007784180791
"19" 0 0
"20" 0 0
"21" 0 0
"22" 0 0
"23" 20892 14.3904039105879
"24" 278 3.37694784172662
"25" 11175 13.8000189440717
"26" 0 0
"27" 598 1.25843612040134
"28" 1768 3.91999507918552
"29" 541 6.62129094269871
"30" 62 14.8174629032258
"31" 393 4.48666208651399
"32" 13429 11.2372442028446
"33" 20233 9.50040637078043
"34" 2998 5.8863414276184
"35" 1881 10.998184370016
"36" 36914 10.0527630871757
"37" 349 7.46905243553008
"38" 997 1.75060330992979
"39" 247 10.7834170040486
"40" 522 12.5581609195402
"41" 1071 4.26267068160597
"42" 187 10.9076454545455
"43" 1624 4.87427062807883
"44" 2 15.9789
"45" 0 0
"46" 90 19.0987977777778
"47" 1026 15.1978588693957
"48" 1297 17.8363070161912
"49" 2374 12.4802540438079
"50" 293 5.1353976109215
"51" 6642 2.82902875639869
"52" 1805 11.2088711911357
"53" 25746 9.21485643983533
"54" 1538 19.1655496098829
"55" 465 8.49499247311829
"56" 789 12.4411235741445
"57" 1950 15.2964887692308
"58" 888 1.82168006756757
"59" 15020 10.9202796937417
"60" 10042 6.79078205536746
