"count" "avg_speed"
"1" 0 0
"2" 0 0
"3" 0 0
"4" 0 0
"5" 0 0
"6" 0 0
"7" 0 0
"8" 0 0
"9" 0 0
"10" 0 0
"11" 0 0
"12" 0 0
"13" 221 7.01602488687782
"14" 0 0
"15" 2974 9.90149458641563
"16" 1038 6.23326493256262
"17" 187 8.77505080213904
"18" 91 14.034021978022
"19" 0 0
"20" 0 0
"21" 0 0
"22" 0 0
"23" 11515 18.7085722101607
"24" 217 4.61453456221198
"25" 7443 14.5302383581889
"26" 0 0
"27" 243 3.89943209876543
"28" 737 9.36436146540026
"29" 532 5.91464436090225
"30" 157 8.29226050955413
"31" 103 12.2330184466019
"32" 7805 13.2861747597694
"33" 13273 10.0224349205153
"34" 2167 4.83781559760037
"35" 745 17.9420037583893
"36" 28148 9.03312453815543
"37" 85 13.57732
"38" 60 18.55808
"39" 199 11.7242185929648
"40" 849 7.20722214369846
"41" 273 13.3512172161172
"42" 125 14.4967904
"43" 949 8.29994826132771
"44" 0 0
"45" 0 0
"46" 24 19.6664375
"47" 660 17.5981584848485
"48" 796 20.1559126884422
"49" 3514 6.53500332953899
"50" 89 17.767597752809
"51" 5049 2.76969889086947
"52" 975 10.5659630769231
"53" 18937 8.81459008818717
"54" 1399 13.4725426018585
"55" 797 4.05527791718946
"56" 434 13.0779903225806
"57" 1501 13.0641411725516
"58" 838 0.623680668257757
"59" 10550 10.882184549763
"60" 7263 6.42586089770069
