"count" "avg_speed"
"1" 0 0
"2" 6 29.0287833333333
"3" 9 20.9838888888889
"4" 10 25.29495
"5" 117 17.9790435897436
"6" 27 7.49370740740741
"7" 0 0
"8" 0 0
"9" 42 0.134345238095238
"10" 9 11.4488888888889
"11" 7741 6.25998464022737
"12" 7016 12.4136617730901
"13" 3906 18.9556431643625
"14" 3300 23.3541414848484
"15" 3968 12.7837514364919
"16" 3402 15.8111192827748
"17" 2750 10.9585181090909
"18" 2937 11.721576370446
"19" 0 0
"20" 0 0
"21" 62 27.706064516129
"22" 2 20.1866
"23" 0 0
"24" 0 0
"25" 12 14.834175
"26" 53 11.0145188679245
"27" 11 15.9025363636364
"28" 88 13.3680045454545
"29" 101 16.2654663366337
"30" 699 5.22584806866952
"31" 494 8.1995923076923
"32" 1916 5.24253872651358
"33" 523 18.6083103250479
"34" 155 9.98217225806451
"35" 211 6.18999478672986
"36" 1428 7.17555833333333
"37" 33 12.5965757575758
"38" 264 8.61412727272728
"39" 87 7.86278390804598
"40" 1742 1.74114776119403
"41" 3432 1.66289804778555
"42" 1264 7.10160403481013
"43" 16 5.82099375
"44" 3 26.2091
"45" 0 0
"46" 0 0
"47" 0 0
"48" 38 5.31175263157894
"49" 17 12.3412823529412
"50" 4676 4.97507029512404
"51" 395 2.61519569620253
