"count" "avg_speed"
"1" 4677 7.83614203549284
"2" 6585 12.766787365224
"3" 1188 14.0802424242424
"4" 6211 15.7155601996458
"5" 3561 8.85224700926707
"6" 420 4.28979809523809
"7" 28641 2.27271567682691
"8" 5384 6.20028898588409
"9" 2470 3.21784020242915
"10" 3457 6.27471851316169
"11" 5377 12.7412945322671
"12" 6719 4.3236214168775
"13" 2313 7.84516087332468
"14" 4509 7.09595979152804
"15" 2754 10.4107872185912
"16" 11342 6.6980545318286
"17" 2883 14.5986143600416
"18" 10147 8.646933605992
"19" 863 1.17352850521437
"20" 23598 12.4556378549029
"21" 5693 6.00406351659935
"22" 30748 9.42619173604796
"23" 2026 4.17690621915103
"24" 636 9.26688160377359
"25" 551 7.29671542649727
"26" 192 6.05395208333334
"27" 2486 6.69091798069186
"28" 2154 2.50876764159703
"29" 12478 12.1090827055618
"30" 285 11.4013084210526
"31" 1534 9.63950241199478
"32" 773 12.3848917205692
"33" 1563 7.30789513755597
"34" 9583 6.89312169466765
"35" 2701 18.5335895964457
"36" 2195 8.78457567198176
